"","player","player_id","season","week","game_id","offense","defense","rushes","exp_speed","avg_speed","avg_ybc","avg_speed_oe","speed_perc","defense_logo","team_color","game_forty"
"475","Duke Johnson Jr.",9510,2020,11,18684,"HOU","NE",10,4.99604396820068,4.9489298649913,-0.1,-0.0471141032093785,45.4,"https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","#03202f",4.56558575954869
"476","Duke Johnson Jr.",9510,2020,12,18693,"HOU","DET",10,5.01215381622314,4.59020112853797,2.9,-0.421952687685176,28.1,"https://a.espncdn.com/i/teamlogos/nfl/500/det.png","#03202f",4.62901582971088
"477","Dwayne Washington",10870,2018,10,9474,"NO","CIN",11,5.43865368582986,5.71902797730221,1.63636363636364,0.280374291472352,60.4,"https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","#9f8958",4.51058858888783
"478","Dwayne Washington",10870,2018,17,9583,"NO","CAR",10,5.43971695899963,5.95982347200677,6.5,0.520106513007132,71.4,"https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","#9f8958",4.4702573304032
"479","Elijah McGuire",11943,2018,14,9531,"NYJ","BUF",16,4.76597821712494,4.62846502947237,-0.375,-0.137513187652573,41.2,"https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","#203731",4.58098496733373
"480","Elijah McGuire",11943,2018,16,9569,"NYJ","GB",15,5.33546892801921,5.28467048280275,0.733333333333333,-0.0507984452164509,45.2,"https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","#203731",4.5663190551575
"481","Ezekiel Elliott",10638,2018,1,9348,"DAL","CAR",15,5.03960158030192,4.90159228789154,1.93333333333333,-0.138009292410381,41.2,"https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","#002244",4.58098496733373
"482","Ezekiel Elliott",10638,2018,2,9368,"DAL","NYG",16,5.08186256885529,5.133433422602,0.875,0.0515708537467164,49.9,"https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","#002244",4.54908660835043
"483","Ezekiel Elliott",10638,2018,3,9383,"DAL","SEA",14,5.41760069983346,5.17996999985865,2.57142857142857,-0.237630699974816,36.6,"https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","#002244",4.59785076633639
"484","Ezekiel Elliott",10638,2018,4,9390,"DAL","DET",22,5.15070815519853,4.79299482916961,1.63636363636364,-0.357713326028919,31.1,"https://a.espncdn.com/i/teamlogos/nfl/500/det.png","#002244",4.61801639557871
"485","Ezekiel Elliott",10638,2018,5,9414,"DAL","HOU",16,4.8974878937006,4.89481717008387,0.75,-0.0026707236167266,47.4,"https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","#002244",4.55825280346057
"486","Ezekiel Elliott",10638,2018,6,9427,"DAL","JAX",20,5.19706726074219,4.87723726522181,2.65,-0.319829995520378,32.8,"https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","#002244",4.61178338290381
"487","Ezekiel Elliott",10638,2018,9,9471,"DAL","TEN",17,5.2030138127944,5.2906888732001,0.588235294117647,0.0876750604056935,51.5,"https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","#002244",4.54322024347994
